热销排名,商品信息,所属店铺,支付子订单数,支付件数,支付转化率指数,店铺链接,日期：20170726,日期：20170727,日期：20170728,日期：20170729,日期：20170730,日期：20170731,日期：20170801,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
1,天天特价春夏季休闲哈伦裤bf宽松高腰九分破洞牛仔裤女显瘦乞丐裤价格：699,韩轩儿服饰0,1800,1801,19,//shop107259984.taobao.com,,,,,,,,,,,,,,3
2,高腰牛仔裤女九分裤秋装2017春夏季新款韩版显瘦小脚长裤铅笔裤子价格：128,爱斯麦乐驹专卖店,933,942,16,//aisimylj.tmall.com,63,52,52,22,19,27,15,22,26,20,31,27,25,11
3,高腰牛仔裤女九分裤春夏季2017新款韩版破洞铅笔裤黑色小脚长裤子价格：99,本真之美旗舰店,754,756,15,//benzhenzhimei.tmall.com,80,54,54,49,91,83,77,93,82,99,87,35,36,21
4,8.8日直播 经典返场 丝袜牛仔裤 【会员日专享】限1天价格：109,猴哥定制 MONKEY STUDIO,750,756,39,//leoshizizuo.taobao.com,,,,,,,,,,,,,,22
5,森马牛仔裤女 长裤夏装修身小脚显瘦百搭水洗直筒裤子学生韩版潮价格：179,森马官方旗舰店,750,777,26,//semir.tmall.com,499,,,205,173,313,401,453,458,408,,,,22
6,高腰牛仔裤女修身显瘦新款九分裤百搭个性2017春装韩版小脚裤子潮价格：169,ledao服饰旗舰店,574,574,22,//ledaofs.tmall.com,444,,,,,,89,144,324,,,,,36
7,2017百搭新款破洞牛仔短裤女夏季弹力热裤学生显瘦韩版毛边短裤潮价格：78,《韩美》,520,528,21,//shop112753329.taobao.com,32,48,48,31,24,33,35,38,45,43,51,38,51,27
8,新款高腰黑色显瘦卷边牛仔裤女韩版春夏季百搭女士九分铅笔小脚裤价格：198,绒懿旗舰店,509,513,17,//rongyinvzhuang.tmall.com,121,79,79,44,46,45,39,48,46,35,56,47,39,44
9,陈艾佳 C&#39;est Parti 2017秋新款韩版高腰显瘦黑色铅笔牛仔裤女价格：179,C est Parti陈艾佳的时髦实验室,491,494,32,//cestparti.taobao.com,,,,,,,,,,,,,,49
10,韩版高腰牛仔裤女小脚长裤春夏季2017新款紧身显瘦学生薄款九分裤价格：169,依情蜜语,470,477,16,//pwp1.taobao.com,215,135,135,82,86,100,58,71,60,60,84,72,59,51
11,夏季薄款浅蓝色高腰破洞牛仔裤女九分裤紧身小脚裤弹力毛边铅笔裤价格：128,以耶旗舰店,452,453,12,//yiye.tmall.com,199,399,399,190,190,159,149,126,124,108,87,70,60,55
12,2条装】破洞牛仔裤女夏2017新款韩版显瘦高腰小脚铅笔黑色九分裤价格：299,香舒婷旗舰店,383,470,17,//xiangshuting.tmall.com,409,300,300,304,433,389,421,,,153,107,78,63,73
13,破洞九分牛仔裤女春夏季2017新款潮韩版百搭学生显瘦高腰黑色裤子价格：1,980,爱衣频道旗舰店,379,382,18,//aiyipindao.tmall.com,165,164,164,97,96,88,53,56,63,66,80,74,79,75
14,春夏款韩版九分破洞高腰牛仔裤女学生弹力小脚紧身显瘦铅笔长裤子价格：68,GMCJ 国民潮姐,363,368,18,//shop107728152.taobao.com,153,121,121,88,93,99,76,72,81,79,93,95,93,79
15,牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码高腰阔腿热裤价格：100,罗塔依曼旗舰店,352,364,21,//luotayiman.tmall.com,87,104,104,74,74,74,62,52,56,59,90,55,57,69
16,MOSS定制2017秋季新款韩版破洞浅色铅笔裤九分牛仔裤女AD73249价格：139,榴莲家 MOSS STUDIO,341,341,25,//liulianjia.taobao.com,,,,,,,,,,,,,,74
17,显瘦牛仔裤女九分裤2017春夏季新款修身裤子女弹力小脚裤长裤秋季价格：289,和雨熙服饰旗舰店,337,337,8,//heyuxi.tmall.com,,,,,446,441,295,394,350,213,157,65,96,77
18,烟灰色高腰九分牛仔裤女2017秋夏季新款简约修身显瘦小脚铅笔长裤价格：74,第四十九天 49t,336,337,16,//shop136501012.taobao.com,131,147,147,109,117,114,104,100,125,124,114,91,94,88
19,VeroModa复古高腰极简修身版型小脚牛仔裤女|316349506价格：379,veromoda官方旗舰店,334,334,17,//veromoda.tmall.com,274,485,485,,,,130,385,327,304,,,,92
20,ONLY2017夏新棉弹面料修身小脚九分牛仔裤女|117249523价格：399,ONLY官方旗舰店,331,331,17,//only.tmall.com,38,,,83,210,181,334,430,437,352,,,,84
21,预售太平鸟女装2017秋装新款纯色高腰牛仔裤女休闲时尚长裤铅笔裤价格：429,太平鸟官方旗舰店,320,323,26,//pb89.tmall.com,,299,299,,,,,,494,,,,,99
22,韩版春夏季黑色牛仔裤女九分裤小脚弹力显瘦修身学生高腰牛仔长裤价格：259,尚琛旗舰店,320,331,13,//shangchenfs.tmall.com,222,169,169,217,185,194,187,183,215,210,247,140,112,98
23,黑色膝盖破洞牛仔裤女乞丐九分裤夏高腰显瘦弹力紧身小脚裤薄款潮价格：89,依沐蓝旗舰店,300,301,14,//yimulan.tmall.com,396,286,286,229,426,193,279,279,176,171,168,133,99,104
24,2017新款春夏韩版长裤弹力修身大码显瘦高腰小脚铅笔牛仔九分裤女价格：299,格秋旗舰店,285,289,19,//geqiu.tmall.com,299,277,277,169,126,123,133,138,122,106,155,127,128,112
25,牛仔裤女九分裤铅笔韩版秋季小脚高腰显瘦紧身春夏季2017新款长裤价格：148,zsrs旗舰店,278,278,14,//zsrsjj.tmall.com,270,255,255,149,150,170,118,120,117,107,163,138,123,118
26,中学生牛仔裤女装九分高腰显瘦小脚长裤紧身初中生裤子韩版春夏季价格：238,牛尔服饰旗舰店,277,277,14,//niuerfs.tmall.com,264,358,358,110,134,120,188,311,265,269,209,137,131,121
27,九分裤子女2017新款裤脚不规则毛边牛仔裤高腰紧身弹力小脚铅笔裤价格：69.9,你的足迹旗舰店,276,276,11,//nidezuji.tmall.com,366,260,260,186,227,150,144,110,128,113,130,115,117,123
28,秋装韩版牛仔裤女九分裤2017春夏季新款薄款紧身小脚裤学生长裤子价格：109,雅来特旗舰店,265,269,15,//yalaite.tmall.com,199,165,165,223,252,259,282,211,241,203,266,212,130,130
29,秋装高腰牛仔裤女九分裤春夏季2017新款韩版显瘦小脚裤铅笔长裤子价格：108,薇伦旗舰店,262,262,16,//weilun.tmall.com,188,151,151,456,372,329,271,227,200,194,178,153,138,135
30,VeroModa修身包臀版型九分裤微弹牛仔裤女|316449501价格：279,veromoda官方旗舰店,262,262,13,//veromoda.tmall.com,246,408,408,,,,39,95,62,438,279,403,354,116
31,秋装破洞牛仔裤女九分裤春夏季2017新款韩版显瘦高腰学生小脚裤子价格：138,蕾媛旗舰店,252,254,14,//leiyuannz.tmall.com,311,456,456,167,236,173,151,133,123,158,190,162,127,139
32,2017新款韩版牛仔裤女长裤小脚裤春季破洞弹力裤子女铅笔裤黑色潮价格：198,鹿女郎旗舰店,249,251,18,//lunvlang.tmall.com,296,304,304,162,204,178,205,178,165,140,213,173,147,142
33,MALI/2017初秋新款 黑灰高弹力不规则毛边8分牛仔裤（特）价格：199.99,MALI STUDIOS,248,248,15,//mtastudios.taobao.com,,2,2,161,162,81,82,134,116,164,102,105,113,127
34,黑色牛仔裤女2017秋装新款韩版高腰长裤显瘦学生小脚铅笔女裤子夏价格：85,淑美林服饰旗舰店,239,241,16,//shumeilin.tmall.com,229,367,367,331,333,302,250,175,184,170,229,256,145,152
35,逸阳女裤2017新款秋季八分牛仔裤女毛边铅笔小脚裤九分裤薄款2015价格：159,逸阳旗舰店,239,240,21,//esey.tmall.com,293,,,139,250,377,484,499,,387,433,,,135
36,复古韩国chic风裤脚无缝剪裁九分小脚裤高腰修身显瘦铅笔牛仔裤女价格：41,港妹潮人馆,231,236,17,//bazhaoyi.taobao.com,465,438,438,407,410,425,324,309,321,263,304,208,193,155
37,黑色破洞牛仔短裤女夏2017新款高腰百搭显瘦韩版学生时尚修身弹力价格：169,潮元素韩版女装,231,232,17,//cyshbnz.taobao.com,39,42,42,65,36,43,29,34,39,48,75,83,103,156
38,九分牛仔裤子女春夏季2017新款黑色破洞显瘦高腰学生韩版百搭小脚价格：1,980,fxdis旗舰店,227,227,19,//fxdis.tmall.com,277,212,212,240,255,289,280,337,386,191,148,191,168,159
39,左唐高腰牛仔裤女夏季小脚九分裤大码浅色紧身显高流苏毛边9分裤价格：199,左唐直销店,222,224,10,//zuo-tang.taobao.com,235,488,488,384,277,431,471,426,343,295,408,298,268,164
40,牛仔裤女春夏季九分裤2017新款韩版裤子显瘦秋装小脚裤长裤铅笔裤价格：109,亦唯旗舰店,222,239,14,//yiweinz.tmall.com,358,367,367,212,229,222,151,135,135,125,135,141,122,148
41,女士高腰牛仔裤女春夏季超薄款九分裤2017新款韩版小脚铅笔裤长裤价格：298,都尚恋旗舰店,221,222,17,//dushanglian.tmall.com,189,177,177,103,119,136,138,132,118,151,139,172,144,166
42,秋季韩版高腰紧身烟灰色牛仔裤女学生小脚九分裤显瘦黑色铅笔长裤价格：128,GAG牛仔馆,210,210,14,//gagniuzai.taobao.com,493,368,368,158,136,148,128,137,109,144,157,165,170,174
43,春夏季新款显瘦高腰牛仔裤女九分裤小脚长裤铅笔裤韩版潮2017秋装价格：198,末桑旗舰店,201,201,17,//mosang.tmall.com,130,107,107,477,457,332,289,245,340,304,380,322,250,180
44,太平鸟女装2017秋装新款绑带修身高腰牛仔裤女时尚百搭长裤铅笔裤价格：429,太平鸟官方旗舰店,198,198,21,//pb89.tmall.com,,,,,,,,,,,,,,166
45,牛仔裤女春夏季2017新款九分裤薄款显瘦毛边紧身高腰9分铅笔裤潮价格：118,红笛格旗舰店,197,198,12,//hongdige.tmall.com,498,432,432,273,367,480,385,374,388,294,264,265,211,185
46,天天特价新款韩版中腰学生刺绣弹力小脚裤显瘦破洞九分牛仔裤女薄价格：159,蝴蝶女王,195,195,14,//i7jeans.taobao.com,200,406,406,201,163,113,347,319,292,345,289,352,240,173
47,逆光女装韩版高腰牛仔裤女夏2017新款修身显瘦学生小脚裤九分裤子价格：199,逆光女装,194,194,23,//neato.taobao.com,,,,,,,,,,,,,,191
48,破洞牛仔裤女九分小脚裤2017春夏季新款韩版高腰修身显瘦长裤子潮价格：138,旗维斯旗舰店,191,192,17,//qwsfs.tmall.com,159,134,134,204,305,452,421,344,473,321,397,220,291,196
49,黑色牛仔裤女春夏季2017新款韩版高腰长裤显瘦裤子秋装小脚铅笔裤价格：109,卡仑奴旗舰店,190,222,14,//kalunnu.tmall.com,213,400,400,222,217,195,159,149,131,128,156,156,137,181
50,2017夏季薄款高腰牛仔裤女学生百搭长裤新款修身弹力小脚铅笔裤女价格：94,U闺蜜小栈,190,194,19,//shop180522044.taobao.com,149,167,167,152,191,183,189,239,251,217,177,245,203,197
51,谢梦 侧边红色织带运动风水洗牛仔九分裤圆环装饰学生显瘦休闲裤价格：149,Dreamy 谢梦,189,190,27,//dreamy-xm.taobao.com,,,,,,,,,,,,,,182
52,森马牛仔裤女2017秋季新款修身小脚裤韩版显瘦长裤学生bf风裤子潮价格：119,森马官方旗舰店,188,188,18,//semir.tmall.com,,,,235,250,346,,498,,,,,,186
53,破洞牛仔裤女春夏季新款韩版显瘦九分裤小脚长裤2017铅笔裤女裤子价格：89,萌路旗舰店,185,185,14,//menglufs.tmall.com,425,335,335,209,215,331,255,233,224,233,238,247,170,188
54,秋夏季薄款高腰牛仔裤女学生百搭长裤修身弹力小脚铅笔裤九分裤女价格：94,雅菲妮旗航店,183,186,20,//shop72770957.taobao.com,490,402,402,181,183,205,176,161,142,149,160,188,209,203
55,显瘦小脚长裤子铅笔裤破洞牛仔裤女九分裤夏季韩版潮2017秋装新款价格：108,teyi特一旗舰店,182,183,15,//teyi.tmall.com,204,449,449,208,270,253,222,200,253,185,283,279,260,193
56,ONLY2017夏新含棉含莱卡低腰修身牛仔裤女|117132524价格：399,ONLY官方旗舰店,181,182,22,//only.tmall.com,88,,,470,232,192,117,445,295,358,,,,194
57,逸阳女裤2017夏季新款牛仔裤女九分裤高腰铅笔裤八分小脚裤薄1795价格：149,逸阳旗舰店,177,178,23,//esey.tmall.com,378,409,409,362,463,479,,444,,,,,,198
58,2017春秋季新款学生牛仔裤女长裤韩版小脚显瘦弹力修身铅笔裤夏价格：128,荷媞旗舰店,176,176,14,//hetinz.tmall.com,353,227,227,376,259,336,197,192,287,199,287,219,274,201
59,预售太平鸟女装2017秋装新款破洞基础牛仔裤女 修身小脚裤铅笔裤价格：469,太平鸟官方旗舰店,176,176,20,//pb89.tmall.com,,484,484,,,,,,,,,,,203
60,九分牛仔裤女春夏季2017新款韩版高腰显瘦弹力学生毛边小脚铅笔裤价格：158,卡思媚官方店,174,174,14,//karthmei.taobao.com,432,468,468,290,408,462,358,439,435,416,470,451,246,219
61,韩版高腰牛仔短裤女夏2017新款百搭显瘦弹力大码学生热裤子胖mm潮价格：128,薇伦旗舰店,171,172,23,//weilun.tmall.com,208,290,290,245,212,305,382,270,264,267,313,233,185,225
62,高腰牛仔裤女九分裤秋装2017春夏季新款韩版显瘦小脚长裤铅笔裤子价格：99,qstary旗舰店,171,172,33,//qstary.tmall.com,,,,,,,,,,,,,,224
63,修身小脚牛仔裤女七分裤 夏季薄款韩版显瘦大码中裤女7九分裤子潮价格：98,迈可思旗舰店,170,170,27,//maikesi.tmall.com,103,142,142,157,137,190,164,153,182,209,216,252,283,227
64,松紧腰宽松加肥加大码胖mm200斤哈伦牛仔七分裤女夏季薄中裤马裤价格：129,牛 家 河 儿,169,169,20,//niujunhong.taobao.com,49,56,56,30,36,39,49,35,37,51,43,51,57,75
65,韩版黑色破洞牛仔裤女春夏季九分学生高腰弹力修身小脚显瘦铅笔款价格：198,依站到底旗舰店,169,175,22,//yizhandaodi.tmall.com,400,478,478,381,357,325,292,277,302,309,430,289,320,233
66,2017韩版春秋季九分牛仔裤女高腰铅笔裤弹力显瘦修身学生小脚长裤价格：99,双益牛仔,168,169,17,//shop105580877.taobao.com,216,268,268,394,321,340,372,314,323,285,358,323,312,234
67,秋装高腰牛仔裤女春夏季2017新款九分裤紧身小脚裤韩版显瘦铅笔裤价格：182,瓦媞旗舰店,165,165,13,//wati.tmall.com,388,338,338,255,282,264,246,229,272,234,268,280,285,238
68,高腰牛仔裤女九分裤长裤秋装春夏季2017新款韩版百搭显瘦紧身小脚价格：118,心计划旗舰店,163,167,12,//xinjihua.tmall.com,222,311,311,418,384,366,298,476,263,395,406,329,419,240
69,修身显瘦牛仔裤女士长裤小脚裤2017秋季新款铅笔裤韩版秋装裤子女价格：128,前途旗舰店,162,162,11,//qiantu.tmall.com,389,396,396,167,145,149,146,127,134,217,193,198,212,226
70,ONLY2017夏装新品修身高腰打底小脚牛仔裤女|117132512价格：399,ONLY官方旗舰店,161,162,21,//only.tmall.com,,,,165,245,296,,485,,383,,,,243
71,高腰牛仔裤女九分新款韩版弹力显瘦修身毛边小脚长裤铅笔百搭潮流价格：198,唯昊旗舰店,161,161,18,//weihaonz.tmall.com,,,,,,,353,383,493,430,428,321,300,244
72,七分牛仔裤女夏修身显瘦薄款中裤高腰弹力百搭马裤女2017新款夏季价格：199,淘邦天下,159,159,22,//tb-tx.taobao.com,94,101,101,145,101,183,151,58,110,134,91,58,68,86
73,韩国个性撕边不规则破洞紧身牛仔裤水洗磨白小脚裤弹力紧身裤女价格：88,馨帮帮sinbounboun,156,156,16,//sinbounboun.taobao.com,,,,,,,,,,,,,,259
74,2017春韩版欧洲站浅色膝盖破洞牛仔裤女弹力显瘦九分小脚铅笔裤子价格：148,梦衣堂服饰,156,157,15,//jynz5.taobao.com,401,430,430,395,444,280,266,312,397,382,369,377,297,260
75,雪欧尼定制修身显瘦灰色铅笔裤女夏气质牛仔裤潮百搭九分裤小脚裤价格：129,oness雪欧尼定制,156,156,15,//shop373361488.taobao.com,,,,,,,,,,,,,,270
76,夏季新款高腰牛仔短裤女士松紧腰宽松四分裤a裤排扣大码收腹胖mm价格：199,狐卡尼网上商城,156,159,26,//shop108092084.taobao.com,182,178,178,192,172,196,167,203,223,179,187,211,227,258
77,太平鸟女装2017夏装新款破洞毛边牛仔裤女百搭修身长裤女铅笔裤女价格：429,太平鸟官方旗舰店,153,159,21,//pb89.tmall.com,,461,461,,,,,,212,452,,,,253
78,高腰牛仔裤女烟灰色高弹力显瘦长裤胖mm大码夏季九分小脚铅笔裤子价格：258,裔唐牛仔服饰,152,154,14,//shop543304648.taobao.com,102,116,116,317,299,282,264,269,256,401,364,317,303,267
79,韩版黑色牛仔裤女小脚裤高腰长裤紧身显瘦裤子超弹力修身铅笔裤价格：198,鹿女郎旗舰店,151,152,13,//lunvlang.tmall.com,255,196,196,464,442,454,417,392,375,260,393,299,286,278
80,森马破洞牛仔裤女 2017夏季新款 韩版学生磨毛修身小脚长裤裤子潮价格：199,森马官方旗舰店,150,152,27,//semir.tmall.com,348,,,402,331,375,374,469,443,364,,,,260
81,韩版秋季薄款破洞牛仔裤女九分学生高腰弹力修身小脚毛边铅笔长裤价格：128,第六屏旗舰店,149,150,19,//diliuping.tmall.com,64,137,137,439,351,122,124,459,430,437,414,400,296,273
82,牛仔短裤女春夏季高腰修身显瘦卷边竹节棉高弹力韩版新款百搭热裤价格：88,揭阳泽宏贸易有限公司,148,148,22,//shop187860957.taobao.com,11,,,102,51,55,55,116,20,109,171,104,100,275
83,黑色牛仔裤女长裤高腰韩版学生弹力显瘦烟灰色小脚铅笔裤子 九分价格：258,尚琛旗舰店,147,147,16,//shangchenfs.tmall.com,416,408,408,312,400,269,322,357,426,368,314,265,405,287
84,牛仔裤女裤学生韩版高腰九分百搭薄款破洞松紧腰浅色夏季显瘦小脚价格：98,艾梦蝶旗舰店,147,149,17,//aimengdie.tmall.com,439,486,486,331,431,363,286,369,348,295,322,447,392,280
85,秋季韩版高腰弹力灰色牛仔裤女九分裤显瘦紧身黑色小脚铅笔裤长裤价格：128,十人久慕,147,147,17,//kwjgl.taobao.com,287,362,362,284,488,465,323,285,238,214,303,272,261,281
86,chic夏季薄款高腰牛仔裤女九分裤韩版学生紧身弹力毛边小脚铅笔裤价格：108,君芯潮流服饰店,144,145,12,//shop141450546.taobao.com,156,204,204,194,199,202,181,226,276,280,349,366,347,292
87,弹力紧身破洞七分牛仔裤女夏铅笔七分裤薄款修身小脚中裤百搭夏季价格：249,澜克利莎工厂店,143,144,27,//willtoo.taobao.com,122,95,95,99,81,80,104,75,81,89,111,91,94,97
88,2017秋季新款韩版水洗抓痕高腰织带翻边弹力紧身小脚九分牛仔裤女价格：68.5,百分着衣,141,141,8,//shop69667879.taobao.com,,,,,294,297,475,486,297,207,455,352,323,300
89,妖精的口袋B独立牛仔秋装2017新款破洞不对称牛仔裤女九分裤子价格：249,妖精的口袋旗舰店,141,141,17,//yaojingdekoudai.tmall.com,237,370,370,,465,466,463,,,,,,,291
90,高腰牛仔裤女夏2017新款韩版百搭显瘦修身小脚铅笔黑色九分裤子女价格：119,韩姿蕾旗舰店,140,140,17,//hanzilei.tmall.com,384,413,413,196,158,138,92,92,136,192,169,222,235,303
91,2017新款春夏季韩版高腰九分牛仔裤女破洞学生黑色小脚裤子显瘦潮价格：138,婕恋旗舰店,140,141,15,//jielian.tmall.com,391,19,19,284,253,251,214,272,291,243,276,215,298,304
92,太平鸟女装2017秋装新款修身显瘦毛边高腰牛仔裤女时尚百搭长裤女价格：429,太平鸟官方旗舰店,139,140,24,//pb89.tmall.com,,269,269,,,,,,,,,,,307
93,高腰牛仔裤女长裤韩版2017新款春夏季显瘦学生九分裤黑色弹力小脚价格：109,莫谷旗舰店,139,139,20,//mogufs.tmall.com,478,420,420,,,,,,,,,455,212,309
94,2017夏季薄款天丝牛仔长裤女韩范显瘦柔软舒适松紧腰学生哈伦裤女价格：119,淘季旗舰店,139,140,10,//taojifs.tmall.com,27,45,45,27,38,38,45,47,30,42,47,48,84,102
95,2017春夏季新款高腰牛仔裤女九分裤小脚长裤韩版显瘦黑色铅笔裤子价格：98,薇伦旗舰店,138,138,18,//weilun.tmall.com,397,315,315,228,232,222,200,306,230,271,260,254,270,310
96,聚ONLY早秋修身小脚紧身牛仔长裤女|116432507价格：399,ONLY官方旗舰店,137,137,23,//only.tmall.com,159,,,149,293,289,226,273,261,201,,,,295
97,高腰夏韩版外穿膝盖破洞小脚裤薄款黑打底九分毛边牛仔裤女乞丐潮价格：299,尚尚牛仔小屋,136,136,16,//shop128624263.taobao.com,351,283,283,354,249,315,236,254,235,213,254,364,280,318
98,春装高腰牛仔裤女九分裤春夏季2017新款韩版小脚显瘦铅笔长裤子女价格：168,蓉媛旗舰店,133,134,18,//rongyuan.tmall.com,232,411,411,393,290,252,320,292,394,438,415,330,365,327
99,破洞牛仔裤女黑色九分裤韩版高腰弹力显瘦学生铅笔裤灰色小脚乞丐价格：198,慢爱者旗舰店,133,133,15,//manaizhe.tmall.com,,,,450,263,375,278,479,454,440,417,346,350,328
100,夏薄款高腰牛仔裤女九分裤韩版胖mm加大码显瘦小脚女士铅笔裤子潮价格：218,劲湃牛仔,132,134,18,//shop112040151.taobao.com,185,183,183,457,454,391,342,376,398,268,385,461,279,334
101,ONLY2017夏季新品三粒扣高腰九分牛仔裤女|117249537价格：599,ONLY官方旗舰店,131,131,14,//only.tmall.com,,,,248,471,479,316,361,323,288,,,,335
102,森马浅色牛仔裤女 2017夏装新款 修身弹力小脚裤直筒水洗长裤韩版价格：159,森马官方旗舰店,128,132,13,//semir.tmall.com,485,,,51,82,225,206,417,223,224,382,479,393,313
103,【商场同款】太平鸟女装2017夏装新款基本牛仔小脚裤A4HA72969价格：299,太平鸟官方旗舰店,127,127,20,//pb89.tmall.com,,290,290,,,,,,151,320,,,,322
104,牛仔短裤女夏2017新款百搭夏薄款韩版 破洞毛边短裤女高弹力修身价格：109,婉讯旗舰店,126,126,21,//waanxxu.tmall.com,424,489,489,201,340,265,306,293,366,332,357,332,244,352
105,2017秋季高腰牛仔裤女大码长裤小脚裤松紧腰弹力修身显瘦胖mm价格：296,纯纯牛仔屋,126,128,24,//shop113661458.taobao.com,145,182,182,500,474,494,445,329,346,388,480,467,436,351
106,古西亚秋季2017新款破洞牛仔裤女长裤韩版高腰黑色牛仔裤女小脚裤价格：188,古西亚旗舰店,125,125,15,//guxiya.tmall.com,337,311,311,247,209,399,296,368,347,369,458,358,467,330
107,杨幂明星同款王子文破洞牛仔裤女夏九分裤ulzzang裤子女小脚裤秋价格：168,南都之美,123,123,10,//nandouzhimei.taobao.com,224,271,271,374,254,323,287,266,483,294,291,498,351,365
108,女牛仔裤九分裤春夏季2017新款韩版百搭修身小脚裤黑色显瘦长裤女价格：64,三藏牛仔,123,123,19,//shop115085299.taobao.com,304,298,298,253,247,250,259,224,185,258,306,303,297,335
109,【8.8新品  9折+包邮】丢丢韩版腰部洞眼小脚牛仔裤价格：129,DIUDIU ROOM 丢丢定制,123,123,25,//honey-diudiu.taobao.com,,,,,,,,,,,,,,363
110,D家修身显瘦牛仔裤小脚裤纯色九分裤子女减龄铅笔裤2017秋装新款价格：299,d服饰旗舰店,123,123,56,//dfushi.tmall.com,,,,,,,,,,,,,,342
111,夏季女装韩国复古烟灰色牛仔裤破洞弹力毛边小脚裤高腰显瘦九分裤价格：35.98,试衣间SYJ,120,120,13,//syj168.taobao.com,239,459,459,467,416,364,398,409,286,431,445,275,444,375
112,黑色牛仔裤女春夏2017新款韩版薄款九分裤修身显瘦百搭小脚铅笔裤价格：79,初牛旗舰店,120,121,20,//chuniu.tmall.com,,,,,,,,,473,387,373,282,399,347
113,黑色牛仔裤女夏九分裤韩版高腰破洞显瘦黑学生修身薄小脚铅笔弹力价格：188,ab服饰旗舰店,117,117,19,//abfs.tmall.com,,,,,,,,364,459,273,197,168,120,191
114,高腰牛仔裤女九分裤2017春夏季韩版显瘦打底小脚铅笔长裤子牛仔裤价格：366,尚谷之鹿旗舰店,117,117,18,//shangguzhilu.tmall.com,234,,,,,487,156,205,202,452,,,,140
115,太平鸟女装2017秋装新款修身锥形高腰牛仔裤女时尚百搭长裤铅笔裤价格：399,太平鸟官方旗舰店,117,117,31,//pb89.tmall.com,,,,,,,,,,,,,,143
116,高腰显瘦秋季牛仔裤女士长裤小脚裤2017秋装新款韩版修身裤子女夏价格：208,前途旗舰店,114,114,21,//qiantu.tmall.com,294,307,307,193,148,201,477,458,458,138,486,468,468,398
117,汉森鸟秋冬高腰加绒牛仔裤女长裤冬显瘦加厚女裤保暖小脚铅笔裤子价格：108,佑帅服饰专营店,112,112,15,//youshuaifs.tmall.com,423,314,314,248,302,358,196,202,168,178,148,149,166,404
118,夏季新款2017韩版港味裤子弹力修身牛仔裤女显瘦小脚裤学生九分裤价格：35.88,试衣间SYJ,112,113,20,//syj168.taobao.com,252,454,454,367,475,458,356,414,402,355,450,437,349,406
119,破洞牛仔裤女九分裤2017秋装新款高腰显瘦韩版学生小脚铅笔裤子潮价格：128,缦纯,111,111,12,//manchunfs.taobao.com,,475,475,418,253,343,290,275,258,342,339,348,273,412
120,3710 秋季新款韩版毛边破洞不规则牛仔裤女高弹力修身小脚裤潮价格：22.99,第六神话华玉美衣女装成衣性价比之王外贸批发零售,111,133,22,//thesixthmyths.taobao.com,,,,,,,,,,,,,,120
121,ONLY夏季新品修身小脚低腰九分牛仔裤女|117149522价格：399,ONLY官方旗舰店,110,110,19,//only.tmall.com,50,,,264,289,353,332,374,453,420,,,,392
122,CBC春夏薄款超高弹力深蓝色牛仔裤女士小脚紧身铅笔裤长裤九分裤价格：338,cobcbc服饰旗舰店,110,110,17,//cobcbc.tmall.com,344,279,279,430,192,196,196,338,474,362,228,195,492,390
123,【天天特价】夏季款牛仔短裤女夏薄韩版高腰显瘦卷边大码百搭弹力价格：108,不凡地带 时尚牛仔,109,115,23,//xiahailong12.taobao.com,282,335,335,231,315,317,419,303,354,313,394,292,416,423
124,高腰牛仔裤女九分裤夏装2017春夏季新款黑色显瘦小脚长裤铅笔裤子价格：89,潮浠阁,108,108,19,//shop117371342.taobao.com,328,363,363,265,327,415,352,385,387,349,498,331,496,429
125,娅丽达高腰牛仔裤女2017秋季新款小脚长裤时尚弹力女裤铅笔裤显瘦价格：189,yerad娅丽达服饰旗舰店,107,110,59,//yerad.tmall.com,,,,,,,,,,,,,,436
126,牛仔裤女九分裤春夏季2017新款学生韩版秋装小脚紧身铅笔裤长裤子价格：159,左街右巷女裤  微时尚,107,109,16,//haochongchangzai.taobao.com,,,,,437,,365,268,496,412,259,284,360,434
127,VeroModa2017春季新款纽扣高腰修身长裤牛仔裤女|317132525价格：499,veromoda官方旗舰店,106,107,16,//veromoda.tmall.com,,,,,,,128,387,335,,,,,437
128,伊芙丽2017春秋新款韩版原宿风裤子女黑色港味打底裤直筒牛仔裤女价格：598,伊芙丽官方旗舰,105,105,17,//eifini.tmall.com,,,,,,,282,,,,,,,409
129,高腰牛仔裤女春夏韩版小脚九分裤2017秋新款打底裤显瘦黑色铅笔裤价格：148,小青青定制,104,104,35,//shop61516732.taobao.com,,,,,,,,,322,363,467,470,431,444
130,显瘦秋装新款百搭高腰牛仔裤秋季小脚长裤女裤子2017学生潮韩版夏价格：99,音棉旗舰店,104,104,16,//yinmian.tmall.com,137,152,152,145,454,405,139,492,435,447,405,416,394,445
131,2017秋季弹力高腰牛仔裤女深色紧身小脚裤长裤大码修身女裤春秋潮价格：138,澜克利莎旗舰店,104,105,23,//lankelisha.tmall.com,165,161,161,454,165,492,457,463,440,489,141,489,420,446
132,黑色高腰显瘦女士牛仔裤女夏2017新款韩版百搭铅笔小脚裤九分裤子价格：138,开阔服饰旗舰店,103,103,18,//kaikuo.tmall.com,444,432,432,451,421,457,284,268,,296,303,476,280,451
