热销排名,商品信息,所属店铺,支付子订单数,支付件数,支付转化率指数,店铺链接,日期：20170726,日期：20170727,日期：20170728,日期：20170729,日期：20170730,日期：20170731,日期：20170801,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
490,夏季薄款bf风韩版修身小脚牛仔裤女高腰显瘦九分裤铅笔裤长裤子秋价格：120,小小鹿晗迷,35,35,28,//shop406972329.taobao.com,,,,,,398,394,288,276,456,482,424,423,490
491,阔色2017秋装新款韩版女装chic紧身显瘦黑色小脚裤长裤牛仔裤预售价格：197,kuose阔色旗舰店,34,34,12,//kuose.tmall.com,358,,,349,449,361,423,,,99,285,428,376,491
492,牛仔裤女秋季2017新款高腰长裤紧身韩版显瘦小脚裤铅笔裤女裤裤子价格：109,芮丽娅旗舰店,34,34,23,//ruiliya.tmall.com,,,,,,440,363,449,459,317,338,376,301,492
493,2017秋季新款牛仔裤女士修身显瘦小脚裤韩版弹力铅笔裤女长裤子潮价格：149,西孚旗舰店,34,34,35,//xifufs.tmall.com,322,337,337,396,412,412,412,408,317,,463,481,461,493
494,伊芙丽2017春夏季新款直筒铅笔裤毛边牛仔裤女九分裤显瘦裤子女夏价格：399,伊芙丽官方旗舰,34,34,32,//eifini.tmall.com,200,493,493,,362,384,,,,,,,,494
495,韩版膝盖破洞长裤高腰弹力毛边牛仔裤女秋学生灰色修身常规铅笔裤价格：99,骞骞韩流风尚,34,35,26,//shop108794512.taobao.com,369,434,434,423,338,426,379,498,402,464,,460,,495
496,牛仔裤女春夏季九分裤2017新款韩版裤子显瘦秋装小脚裤长裤铅笔裤价格：80,册子小姐动漫制定,34,34,55,//shop156228261.taobao.com,,,,,,,,,,,,,465,496
497,秋装女装韩版弹力高腰破洞修身牛仔裤百搭铅笔裤九分裤休闲小脚裤价格：37.98,可可里小姐,34,34,24,//misskkl.taobao.com,394,357,357,458,310,311,443,299,315,380,449,478,,497
498,万年基础款 柔软舒服高弹胖mm 高腰女大码牛仔色九分小脚裤显瘦价格：99,小耳美衣,34,34,28,//sedney98989898.taobao.com,,,,,,,,,,,,,,498
499,春夏韩版黑色高腰牛仔裤女九分裤高弹力9分烟灰色小脚铅笔裤女潮价格：128,cherry私人订制服饰,34,34,26,//shop508352742.taobao.com,,,,,,,360,,,,,,,499
500,2017春夏季新款白色破洞牛仔裤女九分裤小脚裤宽松乞丐哈伦裤子潮价格：176,艾妃尼思服饰旗舰店,34,35,20,//aifeinisi.tmall.com,300,349,349,342,344,459,409,399,445,396,453,385,484,500
