热销排名,商品信息,所属店铺,支付子订单数,交易增长幅度,支付转化率指数,日期：20170613,日期：20170614,日期：20170615,日期：20170616,日期：20170617,日期：20170618,日期：20170619
59,翘慕儿高腰牛仔短裤女夏白色百搭学生韩版显瘦牛仔短裤女热裤潮价格：169,翘慕儿旗舰店,805,3.1013,321,,,,,,,59
60,收腹牛仔短裤女夏高腰卷边显瘦排扣弹力新款牛仔裤浅色夏天性感潮价格：88,澜克利莎旗舰店,801,-0.5556,254,166,161,179,257,204,61,60
61,2017新款春夏季韩版高腰九分牛仔裤女破洞学生黑色小脚裤子显瘦潮价格：138,婕恋旗舰店,798,-0.715,187,397,439,,,,26,61
62,五分裤女夏薄款大码胖mm宽松韩版阔腿热裤松紧腰休闲天丝牛仔短裤价格：119,三桔旗舰店,779,-0.6918,180,476,,,,,37,62
63,高腰牛仔裤女九分裤夏装2017春夏季新款韩版显瘦小脚长裤铅笔裤子价格：128,爱斯麦乐驹专卖店,772,-0.3845,190,36,32,41,53,35,116,63
64,牛仔短裤夏季女2017新款韩版高腰宽松破洞毛边学生阔腿裤显瘦热裤价格：139,纯儿服饰旗舰店,772,-0.4807,166,40,37,39,59,24,94,64
65,松紧腰高腰牛仔短裤女夏韩版2017新款宽松胖mm卷边显瘦大码短裤潮价格：89,卿若服饰旗舰店,764,-0.5215,138,49,48,42,52,29,88,65
66,2017新款高腰牛仔短裤女宽松阔腿裤韩版a字显瘦大码阔腿裤裙女夏价格：129,格森美尔旗舰店,751,-0.6872,164,,,,,,42,66
67,牛仔短裤女夏高腰宽松弹力热裤夏季女2017新款韩版a字学生阔腿裤价格：88,卡帛莉旗舰店,729,-0.1985,164,54,73,59,68,50,194,67
68,破洞牛仔短裤女高腰宽松2017夏新款韩版显瘦流苏毛边学生阔腿热裤价格：120,可奈丽莎旗舰店,718,-0.6631,140,,,453,,,54,68
69,牛仔短裤女2017夏新款韩版高腰显瘦a字裤子宽松阔腿热裤简约裤裙价格：298,fxdis旗舰店,717,-0.5683,194,306,233,227,315,224,85,69
70,逸阳女裤2017夏新款韩版牛仔短裤时尚破洞直筒裤女显瘦热裤薄0067价格：129,逸阳旗舰店,717,-0.7652,240,,,,,,23,70
71,黑色破洞牛仔短裤女夏2017新款高腰百搭显瘦韩版学生时尚修身弹力价格：169,潮元素韩版女装,716,-0.2916,167,66,52,52,65,38,164,71
72,网格破洞牛仔短裤女夏新款高腰毛边渔网拼接短裤个性显瘦阔腿热裤价格：139,小歪潮流女装,716,-0.1251,231,89,45,47,69,43,234,72
73,新款高腰黑色显瘦卷边牛仔裤女韩版春夏季百搭女士九分铅笔小脚裤价格：198,绒懿旗舰店,710,-0.2342,202,42,40,45,64,44,189,73
74,逸阳女裤2017夏季新款修身牛仔裤女七分裤薄款裤子弹力铅笔裤1309价格：159,逸阳旗舰店,705,-0.749,243,,,,,,27,74
75,初牛夏季新款牛仔短裤女 中腰弹力显瘦学生韩版宽松有大码 热裤潮价格：198,初牛旗舰店,700,-0.2271,167,77,62,69,96,68,201,75
76,预售韩都衣舍2017韩版女装夏装新款直筒磨破显瘦牛仔短裤NG5191茵价格：228,韩都衣舍旗舰店,698,-0.8167,172,,,,,,9,76
77,牛仔短裤女2017夏季新款韩版高腰做旧破洞毛边宽松显瘦学生热裤潮价格：19,Nice潮人馆,697,-0.1557,182,71,69,60,78,49,219,77
78,薇娅viya定制烫钻显瘦牛仔短裤V172272I价格：109,薇娅viya设计师店,696,0,170,,,,,,,78
79,2017春夏季新款破洞牛仔裤女九分裤韩版宽松显瘦乞丐小脚裤哈伦裤价格：189,风恬旗舰店,689,-0.584,152,92,104,108,137,142,76,79
80,流苏毛边高腰牛仔短裤女夏季宽松阔腿热裤学生修身a字白色短裤子价格：159,简希玛旗舰店,676,-0.29,170,104,88,54,115,53,180,80
81,牛仔短裤女夏高腰宽松破洞热裤春季女2017新款韩版a字学生阔腿裤价格：90,东哞旗舰店,675,-0.2632,174,52,42,22,102,97,191,81
82,尚驭牛仔短裤夏季女士2017新款韩版个性百搭修身卷边破洞中腰热裤价格：258,尚驭服饰旗舰店,671,-0.6352,179,205,275,247,353,309,62,82
83,韩都衣舍韩版2017女装夏季新款超短裤显瘦毛边白色牛仔短裤GS6520价格：188,韩都衣舍旗舰店,664,-0.7209,182,,,,,,46,83
84,夏季新款毛边破洞牛仔短裤女韩版高腰大码显瘦阔腿裤学生热裤子潮价格：129,铅笔奇奇旗舰店,650,-0.1751,132,112,109,82,80,62,242,84
85,LRUD牛仔裤女2017夏装新款韩版高腰破洞牛仔短裤黑色宽松阔腿热裤价格：110,lrud旗舰店,649,-0.7636,153,,,,,,28,85
86,牛仔短裤女2017春夏季新款学生高腰白色百搭超短热裤韩版宽松显瘦价格：88,旗维斯旗舰店,649,-0.3354,144,57,66,75,125,85,172,86
87,夏装女装韩版高腰阔腿裤宽松显瘦毛边缺口白色牛仔裤短裤学生热裤价格：29.98,可可里小姐,644,-0.3313,168,182,108,95,75,41,155,87
88,CHICVEN自制夏季新款 复古高腰显瘦阔腿翻边卷边牛仔短裤热裤 女价格：75,CHIC VEN,634,-0.3781,156,45,39,46,83,55,161,88
89,高腰阔腿白色牛仔短裤女夏学生百搭宽松显瘦a字大码翻边韩版热裤价格：108,布衣天成旗舰店,631,-0.2827,175,38,46,49,74,61,206,89
90,韩版春夏学生宽松显瘦高腰九分牛仔裤女bf风破洞松紧腰长裤哈伦裤价格：116,贝迪谷旗舰店,628,-0.7299,176,,,,,,49,90
91,牛仔裤女春夏季2017新款韩版显瘦高腰百搭学生bf小脚破洞九分裤子价格：138,蕾媛旗舰店,623,-0.3047,191,193,92,102,122,57,200,91
92,女装 牛仔紧身七分裤(水洗产品) 192774 优衣库UNIQLO价格：199,优衣库官方旗舰店,619,-0.7291,168,183,295,462,10,9,51,92
93,蜜妃儿夏季2017新款女装韩版花朵刺绣牛仔短裤女高腰学生热裤显瘦价格：112,蜜妃儿旗舰店,618,-0.7707,161,,,,,,29,93
94,2017新款韩版高腰毛边破洞牛仔短裤女夏季宽松显瘦浅色阔腿热裤潮价格：128,深一渡旗舰店,616,1.7681,306,,,,,,,94
95,欧洲站破洞高腰牛仔短裤女士夏装2017新款大码显瘦时尚卷边热裤潮价格：159,郁小朵,612,0.0047,185,58,58,63,87,60,198,95
96,高腰牛仔裤女九分裤春夏季2017新款韩版破洞学生铅笔裤黑色小脚裤价格：99,本真之美旗舰店,611,-0.1805,197,95,78,93,147,73,252,96
97,夏季高腰牛仔短裤女 宽松卷边阔腿裤大码破洞显瘦a字热裤韩版学生价格：98,杜凡尔顿旗舰店,604,-0.3028,163,82,80,65,103,76,170,97
98,牛仔短裤女夏2017新款韩版宽松学生大码胖mm高腰显瘦bf风阔腿裤女价格：299,慕汀服饰旗舰店,600,-0.6534,208,,,,,,72,98
99,网格破洞牛仔短裤女夏新款高腰毛边渔网拼接短裤个性显瘦阔腿热裤价格：39.9,波波伊家,599,0.058,235,46,53,62,60,54,388,99
100,2017大码毛边牛仔短裤女夏新款韩版学生高腰宽松破洞胖mm阔腿热裤价格：129,尚兰奴旗舰店,599,-0.6498,160,315,212,358,,,71,100
101,2017新款松紧腰牛仔短裤女夏韩版高腰薄款毛边热裤修身显瘦翻边裤价格：258,艾酷佳人女装品牌店,593,-0.046,203,81,87,83,113,84,336,101
102,预售韩都衣舍2017夏季新款韩版高腰卷边短裤牛仔裤女GQ6622耒价格：208,韩都衣舍旗舰店,591,-0.7577,169,,,,,,43,102
103,韩都衣舍韩版2017夏装新款女装宽松显瘦直筒裤破洞牛仔裤HH5296妠价格：288,韩都衣舍旗舰店,587,-0.7797,150,,,,,,32,103
104,2017春夏季新款宽松哈伦七分牛仔裤女大码韩版春季薄款7分裤马裤价格：299,大头蘑菇女装店,585,-0.328,142,59,54,71,108,72,208,104
105,2017夏季学生白色破洞牛仔短裤女毛边韩版宽松显瘦阔腿热裤潮气质价格：118,蘑菇头小米旗舰店,584,-0.2748,190,43,47,55,73,46,235,105
106,港味夏季薄款复古高腰膝盖破洞牛仔裤女九分裤修身弹力小脚铅笔裤价格：158,美妮兰旗舰店,583,27.1057,233,,,,,,,106
107,牛仔短裤女夏韩版大码胖mm松紧腰五分裤2017新款宽松高腰阔腿热裤价格：168,stylegoodyou旗舰店,583,-0.336,185,64,51,53,90,66,207,107
108,牛仔短裤女夏学生白色破洞毛边2017新款韩版宽松大码高腰超短热裤价格：119,纹语旗舰店,577,-0.2205,137,106,100,66,111,89,261,108
109,cheeseY 夏季牛仔短裤女高腰韩版宽松学生黑色毛边阔腿显瘦热裤潮价格：6,666,cheeseY studio 芝柚定制,575,-0.3746,106,90,81,115,153,78,192,109
110,白色超短裤女夏2017新款牛仔裤百搭高腰a字韩版破洞宽松显瘦学生价格：168,爱购依服饰旗舰店,574,2.8958,263,143,,,167,211,,110
111,预售太平鸟女装2017夏装新款毛边牛仔短裤女简约百搭牛仔直筒裤女价格：369,太平鸟官方旗舰店,572,-0.8019,102,,,,,,25,111
112,千衣百酷2017夏季新款高腰破洞牛仔短裤女韩版百搭宽松显廋热裤潮价格：110,千衣百酷旗舰店,566,-0.3968,142,84,76,94,123,80,184,112
113,妖精的口袋B十分钟情话夏装2017新款宽松破洞裙裤牛仔裤短裤子预价格：199,妖精的口袋旗舰店,566,-0.8186,146,,,,,,21,113
114,超短裤女夏季韩版宽松百搭毛边高腰显瘦阔腿学生破洞牛仔裤热裤潮价格：19.9,苏菲家潮人馆,565,-0.196,195,72,63,88,132,70,269,114
115,2017新款高腰破洞白色牛仔短裤女夏韩版宽松显瘦毛边学生阔腿热裤价格：198,FunFunGirl 韩国女装,565,-0.1088,198,110,118,132,158,103,322,115
116,七格格2017夏装新款时尚纯色宽松喇叭热裤A字水洗磨破牛仔短裤女价格：99.9,七格格旗舰店,561,-0.763,182,,,,,,45,116
117,2017新款韩版牛仔短裤女夏季学生高腰白色大码宽松破洞阔腿热裤子价格：100,爱莱蒙旗舰店,560,-0.2516,212,80,86,61,81,92,251,117
118,薄款牛仔裤女春夏季2017新款高腰显瘦八分阔腿裤毛边九分微喇叭裤价格：138,蒙奴莎旗舰店,558,-0.4657,109,101,95,16,33,96,152,118
119,慕妞2017春夏新款韩版复古松紧腰高腰阔腿卷边小花苞款牛仔短裤女价格：85,慕妞旗舰店,556,-0.6557,170,,,,,,81,119
120,弹力紧身破洞七分牛仔裤女夏铅笔七分裤薄款修身小脚中裤百搭夏季价格：249,澜克利莎工厂店,553,-0.2268,190,63,65,73,104,56,273,120
121,高腰破洞阔腿休闲条纹牛仔短裤女夏韩版黑色宽松显瘦短牛仔热裤潮价格：180,Nina韩国站,547,-0.312,179,31,28,40,57,39,241,121
122,2017新款七分牛仔裤女小脚修身弹力高腰薄款中裤翻边百搭马裤女夏价格：299,柔伊美旗舰店,544,-0.4009,193,61,56,58,79,65,195,122
123,莜原韩版高腰牛仔短裤女 2017夏装新品百搭热裤多口袋a字阔腿裤女价格：152,莜原服饰旗舰店,542,-0.5711,158,,,,,,115,123
124,聚ONLY2017夏装新款复古高腰卷边百搭牛仔短裤女|117143503价格：349,ONLY官方旗舰店,540,-0.643,109,,,,3,40,92,124
125,宽松破洞牛仔裤女九分裤bf乞丐贴布大码哈伦裤2017春夏季新款韩版价格：108,teyi特一旗舰店,537,-0.6662,148,280,199,294,456,409,82,125
126,高腰牛仔短裤女夏季学生黑色毛边短裤韩版宽松超短裤大码aa热裤潮价格：60,优裤米折折扣店,537,0.3129,179,,,,,,,126
127,韩都衣舍2017韩版女装夏装新款弹力修身小脚毛边牛仔裤OU6847堯价格：258,韩都衣舍旗舰店,537,-0.7835,181,,,,,,40,127
128,白色牛仔短裤女韩版高腰毛边热裤宽松显瘦阔腿2017新款黑色短裤夏价格：132,第高jeans旗舰店,535,-0.793,202,,,,,,36,128
129,七格格2017春夏新款韩版复古卷边显瘦宽松热裤阔腿牛仔短裤女潮价格：109.9,七格格旗舰店,532,-0.764,183,,,,,,52,129
130,牛仔短裤女夏2017新款韩版破洞宽松显瘦学生卷边阔腿热裤超短裤潮价格：139,凸傲旗舰店,524,-0.3203,148,62,74,77,107,93,245,130
131,2017春夏季新款韩版浅色破洞牛仔裤女高腰宽松显瘦九分裤哈伦裤子价格：168,巩迪旗舰店,523,-0.4686,199,133,59,85,110,74,169,131
132,2017新款高腰牛仔短裤女夏韩版宽松学生薄款白色短裤女热裤毛边潮价格：88,doirliy朵黎服饰旗舰店,523,-0.2836,173,44,43,72,106,82,267,132
133,逸阳女裤2017新款夏季八分牛仔裤女毛边铅笔小脚裤九分裤薄款2015价格：159,逸阳旗舰店,517,-0.7868,181,,,,,,41,133
134,韩版新款女装牛仔裤女显瘦高腰休闲牛仔短裤女夏季百搭破洞热裤潮价格：18.39,壹号人家女装批发,513,-0.2226,217,96,71,84,127,99,309,134
135,毛边流苏侧边条裤破洞高腰短裤夏女2017新款夏季韩版牛仔裤子热裤价格：105,yula羽拉 实拍女装,507,-0.683,115,98,103,100,146,94,69,135
136,牛仔超短裤女夏2017新款高腰流行韩版百搭显瘦便宜破洞白色热裤子价格：298,安玖服饰专营店,501,-0.0837,188,473,481,272,138,111,356,136
137,预售韩都衣舍2017韩版女装夏装新款直筒毛边纯色牛仔短裤NG6379發价格：198,韩都衣舍旗舰店,488,-0.7949,152,,,,,,44,137
138,玛玛绨2017夏季破洞牛仔短裤宽松阔腿显瘦韩版休闲高腰牛仔裤女装价格：158,maxmartin玛玛绨旗舰店,486,-0.6846,149,,,,,,90,138
139,古西亚牛仔短裤女夏高腰显瘦毛边破洞黑色阔腿热裤2017新款韩版潮价格：168,古西亚旗舰店,482,-0.6863,166,420,,,,,89,139
140,破洞九分牛仔裤女春夏季2017新款潮韩版百搭学生显瘦高腰黑色裤子价格：1,980,爱衣频道旗舰店,478,-0.2075,201,102,85,89,152,106,335,140
141,牛仔短裤女春夏高腰2017时尚新款韩版宽松破洞学生显瘦阔腿三分裤价格：126,映遇旗舰店,478,-0.7219,137,377,330,340,,251,67,141
142,松紧腰大码破洞牛仔裤女九分夏薄款学生宽松显瘦乞丐休闲哈伦裤潮价格：89,夏韩衣舍,476,-0.2911,200,75,70,97,131,109,296,142
143,高腰白色牛仔短裤女夏宽松阔腿热裤学生显瘦a字休闲大码毛边薄款价格：159,artmaker旗舰店,474,-0.3057,184,153,93,74,156,87,287,143
144,天天特价松紧牛仔短裤女夏季高腰破洞阔腿宽松胖MM加肥加大码热裤价格：259,伊牛官方企业店,473,0.418,139,231,326,324,288,208,,144
145,韩版高腰牛仔短裤女裤夏季百搭薄款显瘦弹力胖mm潮大码学生热裤子价格：139,维娓形象店,472,0.2008,170,450,411,,,,,145
146,2017夏季白色牛仔短裤女高腰宽松刺绣破洞学生显瘦阔腿裤毛边热裤价格：99,KOKO LADY时尚女装,467,-0.1481,98,190,176,176,191,180,485,146
147,毛边高腰短裤牛仔夏女韩版学生宽松阔腿热裤显瘦a字短裤白色裤子价格：140,雅姿时尚衣舍,466,-0.2345,228,175,183,188,164,165,351,147
148,韩国ulzzang原宿风bf高腰水洗不规则毛边牛仔裤女宽松阔腿短裤女价格：19.98,小公主家,464,-0.1781,167,83,101,109,128,90,386,148
149,LRUD2017夏装女装新款韩版高腰弹力针织牛仔短裤女显瘦阔腿裤热裤价格：110,lrud旗舰店,460,-0.7096,157,,,,,,86,149
150,高腰牛仔短裤女夏宽松韩版大码胖mm学生百搭松紧腰显瘦2017新款潮价格：269,紫霞仙子与牛仔,458,-0.017,222,424,331,172,184,110,499,150
151,2017夏季破洞牛仔短裤女 韩版磨破大码毛边卷边薄款显瘦热裤子价格：128,美丽印象私人订制,455,-0.1498,177,122,117,130,177,141,421,151
152,韩版高腰不规则破洞牛仔短裤女夏宽松毛边烟灰色学生百搭阔腿热裤价格：113,奶茶女装衣舍,451,-0.2727,172,136,105,105,149,121,339,152
153,牛仔短裤夏季女2017新款韩版高腰学生宽松破洞毛边阔腿裤显瘦热裤价格：139,凸傲旗舰店,448,-0.3534,148,103,90,101,133,125,286,153
154,2017春夏女装高弹力大码修身显瘦卷边浅色高腰牛仔短裤热裤包邮价格：199,格秋旗舰店,448,-0.2097,185,119,129,111,142,108,383,154
155,春夏季高腰牛仔短裤女宽松韩版显瘦学生大码胖mm卷边阔腿黑色热裤价格：139,若来若去旗舰店,446,-0.4445,169,219,213,202,86,104,221,155
156,高腰破洞牛仔短裤女夏韩版宽松学生牛仔裤超短裤热裤chic短裤女夏价格：35,RPIN瑞品韩版日系女装,444,-0.2373,171,184,180,135,188,150,340,156
157,森马牛仔短裤女2017夏装新款弹力透气学生韩版百搭潮流水洗猫须裤价格：159,森马官方旗舰店,443,-0.7535,211,,,,,,66,157
158,高腰牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码阔腿热裤价格：139,凸傲旗舰店,441,-0.1729,185,78,102,98,163,118,420,158
159,高腰牛仔短裤女装春夏季2017新款白色毛边宽松韩版刺绣花破洞热裤价格：128,蓓晴旗舰店,439,-0.6402,190,249,269,301,498,329,118,159
160,新款高腰破洞牛仔短裤女夏季宽松显瘦薄款学生阔腿大码松紧腰热裤价格：128,鑫蓉牛仔,439,-0.3145,226,162,147,126,202,101,329,160
161,牛仔短裤春季女2017新款韩版夏宽松学生高腰阔腿热裤子破洞bf百搭价格：23.9,苏菲家潮人馆,438,-0.2354,171,109,136,127,157,113,385,161
162,夏季高腰牛仔短裤女 宽松卷边牛仔短裤mm大码显瘦a字阔腿热裤学生价格：99,seven77 小柒牛仔,437,-0.2765,194,74,50,68,88,81,338,162
163,宽松破洞牛仔裤女九分裤春夏季新款高腰显瘦哈伦裤薄款百搭乞丐裤价格：168,诺奇欣旗舰店,435,-0.4106,167,100,89,104,144,67,259,163
