热销排名,商品信息,所属店铺,支付子订单数,交易增长幅度,支付转化率指数,日期：20170615,日期：20170616,日期：20170617,日期：20170618,日期：20170619,日期：20170620,日期：20170621
73,牛仔短裤女2017夏新款韩版高腰显瘦a字裤子宽松阔腿热裤简约裤裙价格：298,fxdis旗舰店,527,-0.4251,160,227,315,224,85,69,35,73
74,千衣百酷2017夏季新款高腰破洞牛仔短裤女韩版百搭宽松显廋热裤潮价格：110,千衣百酷旗舰店,527,-0.1279,132,94,123,80,184,112,106,74
75,2017新款高腰牛仔短裤女夏韩版宽松学生薄款白色短裤女热裤毛边潮价格：88,doirliy朵黎服饰旗舰店,526,0.0562,166,72,106,82,267,132,143,75
76,2017新款韩版牛仔短裤女夏季学生高腰白色大码宽松破洞阔腿热裤子价格：100,爱莱蒙旗舰店,521,-0.1211,205,61,81,92,251,117,111,76
77,2017夏装新款韩版毛边蓝色牛仔长裤女宽松直筒九分裤chic阔腿裤子价格：98.75,STYLEYINZ小银子定制女装,519,1.6127,102,,396,284,,493,,77
78,2017夏季学生白色破洞牛仔短裤女毛边韩版宽松显瘦阔腿热裤潮气质价格：118,蘑菇头小米旗舰店,512,-0.0516,186,55,73,46,235,105,127,78
79,高腰白色牛仔短裤女夏宽松阔腿热裤学生显瘦a字休闲大码毛边薄款价格：159,artmaker旗舰店,510,0.116,180,74,156,87,287,143,160,79
80,弹力紧身破洞七分牛仔裤女夏铅笔七分裤薄款修身小脚中裤百搭夏季价格：249,澜克利莎工厂店,509,0.173,196,73,104,56,273,120,167,80
81,夏季高腰牛仔短裤女 宽松卷边阔腿裤大码破洞显瘦a字热裤韩版学生价格：98,杜凡尔顿旗舰店,507,0.0231,165,65,103,76,170,97,145,81
82,牛仔短裤女夏2017新款韩版破洞宽松显瘦学生卷边阔腿热裤超短裤潮价格：139,凸傲旗舰店,487,0.0139,157,77,107,93,245,130,151,82
83,2017春夏女装高弹力大码修身显瘦卷边浅色高腰牛仔短裤热裤包邮价格：199,格秋旗舰店,481,0.0188,179,111,142,108,383,154,158,83
84,高腰阔腿白色牛仔短裤女夏学生百搭宽松显瘦a字大码翻边韩版热裤价格：108,布衣天成旗舰店,473,-0.0705,164,49,74,61,206,89,138,84
85,宽松破洞牛仔裤女九分裤春夏季新款高腰显瘦哈伦裤薄款百搭乞丐裤价格：168,诺奇欣旗舰店,471,0.0874,161,104,144,67,259,163,171,85
86,网格破洞牛仔短裤女夏新款高腰毛边渔网拼接短裤个性显瘦阔腿热裤价格：39.9,波波伊家,463,-0.1519,239,62,60,54,388,99,125,86
87,2017夏季阔腿直筒牛仔裤女浅色破洞bf风乞丐做旧显瘦卷边九分裤潮价格：199,烟火家女裤品牌店,460,131.8908,101,,,,,,,87
88,破洞九分牛仔裤女春夏季2017新款潮韩版百搭学生显瘦高腰黑色裤子价格：1,980,爱衣频道旗舰店,447,0.0372,201,89,152,106,335,140,174,88
89,2017新款高腰破洞白色牛仔短裤女夏韩版宽松显瘦毛边学生阔腿热裤价格：198,FunFunGirl 韩国女装,446,-0.0831,206,132,158,103,322,115,147,89
90,韩版高腰不规则破洞牛仔短裤女夏宽松毛边烟灰色学生百搭阔腿热裤价格：113,奶茶女装衣舍,445,0.1465,173,105,149,121,339,152,211,90
91,韩版新款女装牛仔裤女显瘦高腰休闲牛仔短裤女夏季百搭破洞热裤潮价格：18.39,壹号人家女装批发,443,-0.1149,206,84,127,99,309,134,141,91
92,毛边流苏侧边条裤破洞高腰短裤夏女2017新款夏季韩版牛仔裤子热裤价格：105,yula羽拉 实拍女装,441,-0.0866,109,100,146,94,69,135,148,92
93,【新品5折】韩版高腰浅色毛边牛仔短裤女夏宽松显瘦热裤价格：99,SMA STUDIO 轻奢定制,437,-0.2601,134,,,,,16,112,93
94,韩国ulzzang原宿风bf高腰水洗不规则毛边牛仔裤女宽松阔腿短裤女价格：19.98,小公主家,434,-0.0882,161,109,128,90,386,148,156,94
95,牛仔短裤女夏2017新款韩版修身显瘦破洞宽松高腰黑色春夏季牛仔裤价格：128,芮丽娅旗舰店,428,-0.0983,150,173,216,107,258,167,146,95
96,新款高腰破洞牛仔短裤女夏季宽松显瘦薄款学生阔腿大码松紧腰热裤价格：128,鑫蓉牛仔,425,-0.0244,228,126,202,101,329,160,168,96
97,高腰牛仔短裤女夏季2017新款韩版学生宽松翻边热裤百搭破洞超短裤价格：108,书香谷旗舰店,423,0.2398,177,185,187,270,,335,251,97
98,镇店之宝！2017韩版百搭卷边弹力高腰浅色纯色修身牛仔短裤女裤价格：69,hello丑八怪,417,0.2075,136,200,367,176,463,194,250,98
99,蜜妃儿2017夏季新款女装韩版高腰牛仔短裤女夏热裤显瘦不规则下摆价格：116,蜜妃儿旗舰店,413,-0.649,105,156,221,161,18,28,22,99
100,2017春夏季新款韩版浅色破洞牛仔裤女高腰宽松显瘦九分裤哈伦裤子价格：168,巩迪旗舰店,411,-0.142,184,85,110,74,169,131,155,100
101,2017春夏季新款破洞牛仔裤女九分裤韩版宽松显瘦乞丐小脚裤哈伦裤价格：189,风恬旗舰店,405,-0.397,123,108,137,142,76,79,82,101
102,毛边高腰破洞牛仔短裤女夏季韩版学生宽松阔腿显瘦a字型白色热裤价格：169,简希玛旗舰店,398,0.0867,165,144,220,124,,252,228,102
103,白色牛仔短裤女夏2017新款高腰破洞修身显瘦韩版毛边百搭阔腿裤价格：158,彩依恋旗舰店,395,0.1026,120,152,223,187,395,275,238,103
104,薄款牛仔裤女春夏季2017新款高腰显瘦八分阔腿裤毛边九分微喇叭裤价格：138,蒙奴莎旗舰店,393,-0.1791,95,16,33,96,152,118,154,104
105,夏季新款高腰牛仔短裤女士松紧腰宽松四分裤a裤排扣大码收腹胖mm价格：199,狐卡尼网上商城,389,-0.0734,234,122,161,105,447,165,178,105
106,松紧腰宽松加肥加大码胖mm200斤牛仔短裤女夏季薄七分裤中裤马裤价格：129,牛 家 河 儿,388,0.2769,180,,,417,392,376,299,106
107,2017春夏季新款高腰破洞牛仔裤女韩版宽松显瘦百搭裤子哈伦九分裤价格：208,前途旗舰店,383,-0.5685,136,146,269,255,38,43,42,107
108,高腰破洞阔腿休闲条纹牛仔短裤女夏韩版黑色宽松显瘦短牛仔热裤潮价格：180,Nina韩国站,383,-0.1392,167,40,57,39,241,121,169,108
109,百搭宽松破洞牛仔裤女夏ulzzang哈伦九分阔腿BF风韩版学生裤子潮价格：109,gjoy旗舰店,382,1.0149,119,439,,312,,478,,109
110,高腰牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码阔腿热裤价格：139,凸傲旗舰店,381,0.0639,179,98,163,118,420,158,232,110
111,牛仔短裤春季女2017新款韩版夏宽松学生高腰阔腿热裤子破洞bf百搭价格：23.9,苏菲家潮人馆,379,-0.0398,170,127,157,113,385,161,202,111
112,2107夏季牛仔短裤女韩版破洞毛边胖妹妹180斤宽松显瘦阔腿热裤潮价格：85,裙彩飞扬伊雅雅,377,1.283,184,,,492,,,,112
113,夏季高腰牛仔短裤女 宽松卷边牛仔短裤mm大码显瘦a字阔腿热裤学生价格：99,seven77 小柒牛仔,374,-0.0053,201,68,88,81,338,162,214,113
114,毛边牛仔短裤女2017春夏季新款高腰白色百搭宽松超短热裤韩版学生价格：88,牛言非羽旗舰店,373,0.1238,158,79,139,64,,248,262,114
115,2017大码毛边牛仔短裤女夏新款韩版学生高腰宽松破洞胖mm阔腿热裤价格：129,尚兰奴旗舰店,370,-0.5086,130,358,,,71,100,58,115
116,高腰牛仔短裤女夏2017新款韩版宽松阔腿a字显瘦学生毛边热裤子潮价格：168,蓓茹旗舰店,369,-0.1317,160,123,185,129,332,175,177,116
117,牛仔短裤夏季女2017新款韩版高腰学生宽松破洞毛边阔腿裤显瘦热裤价格：139,凸傲旗舰店,368,-0.1112,147,101,133,125,286,153,185,117
118,2017新款春夏装背带裤短裤宽松森女裤子可爱小清新休闲运动连体裤价格：105,戚米旗舰店,366,-0.727,76,189,243,259,5,17,14,118
119,买一送一高腰牛仔短裤女2017新款春季韩版显瘦百搭学生超短裤女夏价格：79,皇朝御纺旗舰店,365,-0.0394,171,141,194,112,367,180,210,119
120,柔家柔柔 直播专享优惠19.99元 新款字母磨破牛仔短裤 6.21号秒杀价格：39.98,柔柔家,365,0,192,,,,,,,120
121,2017夏季时尚宽松大码胖mm可穿破洞水洗牛仔掉档垮裤中裤背带裤价格：69.9,布拉诺优质潮流女装,365,-0.0055,119,118,170,152,438,203,229,121
122,刺绣破洞牛仔背带裤女夏2017新款韩版学生显瘦宽松九分阔腿连体裤价格：118,欧洲站达人店,364,0.0284,106,279,310,170,,232,241,122
123,高腰牛仔短裤女夏破洞宽松韩版显瘦学生卷边阔腿牛仔裤热裤超短裤价格：138,米阁娜服饰旗舰店,361,-0.7821,132,234,371,394,2,10,4,123
124,牛仔裤女春夏季2017新款裤子韩版百搭高腰热裤毛边黑色牛仔短裤夏价格：118,安诺黎,360,0.5552,149,,,410,,410,422,124
125,牛仔短裤女夏季2017新款韩版宽松高腰超短牛仔裤显瘦阔腿毛边热裤价格：79,FJW Awen定制女装,359,0.0341,133,119,159,102,307,170,246,125
126,2017黑色新款破洞牛仔裤女春季韩版九分裤学生铅笔裤女高腰小脚裤价格：128,十翼旗舰店,357,-0.0083,161,76,124,86,295,169,235,126
127,复古港味chic风超级显瘦显腿长侧拉链高腰毛边阔腿裤牛仔裤女裤价格：35,港味潮人馆,356,0.2763,112,,,134,,312,290,127
128,黑色牛仔短裤女夏白色2017新款外穿显瘦高腰宽松韩版学生a字阔腿价格：138,简卡奴旗舰店,356,0.0552,121,159,218,133,378,220,255,128
129,牛仔热裤春夏季2017新款学生显瘦韩版高腰宽松阔腿女士白色超短裤价格：55,雅羊人旗舰店,355,-0.0161,220,177,261,228,479,185,234,129
130,松紧腰大码破洞牛仔裤女九分夏薄款学生宽松显瘦乞丐休闲哈伦裤潮价格：89,夏韩衣舍,353,-0.0658,188,97,131,109,296,142,221,130
131,春夏女装2017韩版个性百搭不规则破洞毛边牛仔短裤高腰显瘦阔腿裤价格：29.98,可可里小姐,350,0.0523,183,106,160,123,387,196,264,131
132,收腹牛仔短裤女夏高腰卷边显瘦排扣弹力新款牛仔裤浅色夏天性感潮价格：88,澜克利莎旗舰店,348,-0.5595,222,179,257,204,61,60,59,132
133,春夏季松紧腰破洞牛仔短裤女宽松阔腿大码mm弹力胖五分热裤价格：88,小马奔腾品质牛仔,345,-0.0657,188,163,208,164,384,177,223,133
134,宽松破洞牛仔裤女九分哈伦女裤子小脚韩版女装春夏季2017新款女潮价格：168,pnvn旗舰店,344,-0.6463,107,348,446,479,22,53,28,134
135,牛仔五分裤女夏宽松显瘦学生韩国高腰短裤女胖MM大码破洞直筒休闲价格：139,风格馆专柜,344,-0.0925,213,116,217,127,474,187,215,135
136,韩版胖MM高腰松紧破洞牛仔短裤女夏宽松大码学生阔腿休闲百搭热裤价格：198,伊牛官方企业店,342,-0.0257,191,124,174,117,397,164,242,136
137,夏季韩版女装侧面条纹毛边牛仔短裤高腰宽松阔腿裤显瘦学生热裤子价格：32,依人潮流女装优质低价,341,-0.0925,182,117,134,98,453,176,212,137
138,薄款牛仔裤女高腰七分裤弹力小脚裤大码松紧腰铅笔裤休闲哈伦中裤价格：198,欧晓女裤官方店,341,0.1319,182,195,245,160,,267,291,138
139,2017春夏季新款潮破洞牛仔短裤女裤韩版显瘦高腰宽松学生阔腿热裤价格：59,宜情旗舰店,340,-0.1187,125,50,209,155,498,189,204,139
140,2017新款百搭短裤女夏薄款牛仔裤韩版热裤女学生高腰显瘦a字短裤价格：198,爱知肩旗舰店,339,-0.5113,91,26,21,10,80,19,60,140
141,2017夏季白色牛仔短裤女高腰宽松刺绣破洞学生显瘦阔腿裤毛边热裤价格：99,KOKO LADY时尚女装,339,0.0723,77,176,191,180,485,146,282,141
142,韩版破洞显瘦时尚宽松牛仔背带短裤女夏季学生百搭连体吊带热裤潮价格：99.8,欣宜女装行,338,0.193,200,165,212,119,429,210,332,142
143,2017春夏季新款韩版破洞七分牛仔裤女松紧腰宽松八分学生哈伦裤子价格：188,尤依优汇旗舰店,338,0.112,142,174,240,162,400,239,297,143
144,高腰破洞牛仔短裤女夏潮毛边阔腿胖mm200斤宽松加肥加大码a字热裤价格：29.9,Since2015  沫沫家,337,-0.0434,199,110,154,140,,216,226,144
145,2017夏季破洞牛仔短裤女 韩版磨破大码毛边卷边薄款显瘦热裤子价格：128,美丽印象私人订制,335,-0.1736,182,130,177,141,421,151,193,145
146,2017春夏新款韩版高腰不规则毛边白色牛仔短裤女学生个性热裤子女价格：110,圣妮儿旗舰店,334,-0.6307,123,254,317,429,19,36,32,146
147,破洞牛仔裤女九分裤韩版春夏季2017新款宽松紧腰阔腿乞丐哈伦裤子价格：188,卡优希薇旗舰店,332,-0.1193,148,56,92,58,193,166,213,147
148,天天特价2017牛仔裤女五分裤宽松夏季松紧腰短裤学生高腰胖妹妹价格：128,聚划算商城联盟店,332,-0.2234,231,,,,,263,175,148
149,春夏季高腰牛仔短裤女宽松韩版显瘦学生大码胖mm卷边阔腿黑色热裤价格：139,若来若去旗舰店,332,-0.3416,158,202,86,104,221,155,124,149
150,MANBO侧边拉链显瘦高腰喇叭裤长裤 夏季薄款女宽松复古阔腿牛仔裤价格：99,MANBO STUDIO,328,-0.0862,90,128,230,185,,284,233,150
151,高腰破洞牛仔短裤女夏韩版宽松学生牛仔裤超短裤热裤chic短裤女夏价格：35,RPIN瑞品韩版日系女装,327,-0.2033,173,135,188,150,340,156,194,151
152,牛仔短裤女夏季2017新款韩版百搭弹力磨破洞显瘦学生毛边热裤子潮价格：168,怜雪服饰旗舰店,321,-0.0476,186,145,214,144,,201,257,152
153,韩国烟灰色破洞排扣牛仔短裤女夏mm大码显瘦阔腿裤乞丐AA热裤毛边价格：168,六仔裤,318,-0.094,151,133,169,171,,227,249,153
154,破洞牛仔短裤女夏2017新款韩版高腰阔腿热裤大码宽松毛边a字裤子价格：109,日韩女装潮依阁,315,0.0452,181,385,278,151,,316,302,154
155,2017新款高腰短裤牛仔女夏破洞韩版学生宽松阔腿热裤显瘦白色百搭价格：48,丝洋旗舰店,311,0.0678,217,363,,447,,344,316,155
156,17新款高腰牛仔短裤女夏宽松显瘦阔腿裤大码学生毛边排扣a字热裤价格：159,优百莉旗舰店,310,0.0086,178,44,45,59,282,202,293,156
157,2017春夏新款破洞牛仔裤女九分裤松紧腰哈伦裤宽松显瘦七分裤大码价格：189,风恬旗舰店,309,-0.5993,132,473,469,435,35,49,51,157
158,牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码高腰阔腿热裤价格：100,罗塔依曼旗舰店,307,-0.0066,179,138,168,116,493,225,288,158
159,尚驭牛仔短裤夏季女士2017新款韩版个性百搭修身卷边破洞中腰热裤价格：258,尚驭服饰旗舰店,305,-0.5446,127,247,353,309,62,82,74,159
160,牛仔短裤女夏韩版宽松破洞学生百搭裤子高腰显瘦热裤2017夏季新款价格：88,爱梦缘旗舰店,304,0.0353,176,164,337,210,349,237,296,160
161,WR烟灰色毛边破洞牛仔短裤女夏高腰学生a字宽松阔腿热裤大码新款价格：199,wr旗舰店,302,0.042,120,182,231,206,500,337,295,161
162,喇叭裤女九分裤牛仔裤韩国流苏显瘦高腰春季2017新款韩版微喇叭夏价格：68,别听她们的,301,-0.037,193,231,358,195,,199,276,162
